Player Name,Salary,Position,Age,Team,PTS,Total Minutes,MP,FG%,3P%,FT%,TRB,AST,STL,BLK,TOV,PER
Stephen Curry,48070014,PG,34,GSW,29.4,1941,34.7,0.493,0.427,0.915,6.1,6.3,0.9,0.4,3.2,24.1
John Wall,47345760,PG,32,LAC,11.4,755,22.2,0.408,0.303,0.681,2.7,5.2,0.8,0.4,2.4,13.6
Russell Westbrook,47080179,PG,34,LAL/LAC,15.9,2126,29.1,0.436,0.311,0.656,5.8,7.5,1.0,0.5,3.5,16.1
LeBron James,44474988,PF,38,LAL,28.9,1954,35.5,0.5,0.321,0.768,8.3,6.8,0.9,0.6,3.2,23.9
Kevin Durant,44119845,PF,34,BRK/PHO,29.1,1672,35.6,0.56,0.404,0.919,6.7,5.0,0.7,1.4,3.3,25.9
Bradley Beal,43279250,SG,29,WAS,23.2,1673,33.5,0.506,0.365,0.842,3.9,5.4,0.9,0.7,2.9,19.7
Kawhi Leonard,42492492,SF,31,LAC,23.8,1748,33.6,0.512,0.416,0.871,6.5,3.9,1.4,0.5,1.7,23.9
Paul George,42492492,SF,32,LAC,23.8,1939,34.6,0.457,0.371,0.871,6.1,5.1,1.5,0.4,3.1,19.6
Giannis Antetokounmpo,42492492,PF,28,MIL,31.1,2024,32.1,0.553,0.275,0.645,11.8,5.7,0.8,0.8,3.9,29.0
Damian Lillard,42492492,PG,32,POR,32.2,2107,36.3,0.463,0.371,0.914,4.8,7.3,0.9,0.3,3.3,26.7
Klay Thompson,40600080,SF,32,GSW,21.9,2279,33.0,0.436,0.412,0.879,4.1,2.4,0.7,0.4,1.8,14.7
Kyrie Irving,38917057,PG-SG,30,BRK/DAL,27.1,2241,37.4,0.494,0.379,0.905,5.1,5.5,1.1,0.8,2.1,22.4
Rudy Gobert,38172414,C,30,MIN,13.4,2148,30.7,0.659,0.0,0.644,11.6,1.2,0.8,1.4,1.7,18.9
Khris Middleton,37984276,SF,31,MIL,15.1,801,24.3,0.436,0.315,0.902,4.2,4.9,0.7,0.2,2.2,17.4
Anthony Davis,37980720,C,29,LAL,25.9,1904,34.0,0.563,0.257,0.784,12.5,2.6,1.1,2.0,2.2,27.8
Jimmy Butler,37653300,PF,33,MIA,22.9,2138,33.4,0.539,0.35,0.85,5.9,5.3,1.8,0.3,1.6,27.6
Tobias Harris,37633050,SF,30,PHI,14.7,2436,32.9,0.501,0.389,0.876,5.7,2.5,0.9,0.5,1.2,14.8
Kemba Walker,37281261,PG,32,DAL,8.0,144,16.0,0.421,0.25,0.81,1.8,2.1,0.2,0.2,0.4,15.0
Trae Young,37096500,PG,24,ATL,26.2,2541,34.8,0.429,0.335,0.886,3.0,10.2,1.1,0.1,4.1,22.0
Zach LaVine,37096500,SG,27,CHI,24.8,2768,35.9,0.485,0.375,0.848,4.5,4.2,0.9,0.2,2.5,19.0
Ben Simmons,35448672,PG,26,BRK,6.9,1105,26.3,0.566,0.0,0.439,6.3,6.1,1.3,0.6,2.3,13.4
Pascal Siakam,35448672,PF,28,TOR,24.2,2652,37.4,0.48,0.324,0.774,7.8,5.8,0.9,0.5,2.4,20.3
Myles Turner,35096500,C,26,IND,18.0,1825,29.4,0.548,0.373,0.783,7.5,1.4,0.6,2.3,1.7,20.0
Jrue Holiday,34319520,PG,32,MIL,19.3,2183,32.6,0.479,0.384,0.859,5.1,7.4,1.2,0.4,2.9,19.2
Karl-Anthony Towns,33833400,PF,27,MIN,20.8,957,33.0,0.495,0.366,0.874,8.1,4.8,0.7,0.6,3.0,18.8
Devin Booker,33833400,SG,26,PHO,27.8,1835,34.6,0.494,0.351,0.855,4.5,5.5,1.0,0.3,2.7,22.0
Andrew Wiggins,33616770,SF,27,GSW,17.1,1190,32.2,0.473,0.396,0.611,5.0,2.3,1.2,0.8,1.3,14.7
Joel Embiid,33616770,C,28,PHI,33.1,2284,34.6,0.548,0.33,0.857,10.2,4.2,1.0,1.7,3.4,31.4
CJ McCollum,33333333,SG,31,NOP,20.9,2649,35.3,0.437,0.389,0.769,4.4,5.7,0.9,0.5,2.4,15.6
James Harden,33000000,PG,33,PHI,21.0,2135,36.8,0.441,0.385,0.867,6.1,10.7,1.2,0.5,3.4,21.6
Jamal Murray,31650600,PG,25,DEN,20.0,2133,32.8,0.454,0.398,0.833,4.0,6.2,1.0,0.2,2.2,18.0
Brandon Ingram,31650600,SF,25,NOP,24.7,1538,34.2,0.484,0.39,0.882,5.5,5.8,0.7,0.4,3.3,19.2
D'Angelo Russell,31377750,PG,26,LAL/MIN,17.8,2304,32.5,0.469,0.396,0.829,3.0,6.2,1.0,0.4,2.6,16.3
Donovan Mitchell,30913750,SG,26,CLE,28.3,2432,35.8,0.484,0.386,0.867,4.3,4.4,1.5,0.4,2.6,22.9
Shai Gilgeous-Alexander,30913750,PG,24,OKC,31.4,2416,35.5,0.51,0.345,0.905,4.8,5.5,1.6,1.0,2.8,27.2
Deandre Ayton,30913750,C,24,PHO,18.0,2035,30.4,0.589,0.292,0.76,10.0,1.7,0.6,0.8,1.8,19.9
Kevin Love,30556968,PF,34,CLE/MIA,8.2,1240,20.0,0.389,0.334,0.879,6.4,1.9,0.3,0.2,1.1,13.1
Jayson Tatum,30351780,SF,24,BOS,30.1,2732,36.9,0.466,0.35,0.854,8.8,4.6,1.1,0.7,2.9,23.7
Bam Adebayo,30351780,C,25,MIA,20.4,2598,34.6,0.54,0.083,0.806,9.2,3.2,1.2,0.8,2.5,20.1
De'Aaron Fox,30351780,PG,25,SAC,25.0,2435,33.4,0.512,0.324,0.78,4.2,6.1,1.1,0.3,2.5,21.8
Gordon Hayward,30075000,SF,32,CHO,14.7,1577,31.5,0.475,0.325,0.811,4.3,4.1,0.8,0.2,2.0,13.5
Jaylen Brown,29776785,SF,26,BOS,26.6,2405,35.9,0.491,0.335,0.765,6.9,3.5,1.1,0.4,2.9,19.1
Chris Paul,28400000,PG,37,PHO,13.9,1889,32.0,0.44,0.375,0.831,4.3,8.9,1.5,0.4,1.9,17.7
Kyle Lowry,28333334,PG,36,MIA,11.2,1718,31.2,0.404,0.345,0.859,4.1,5.1,1.0,0.4,1.9,12.6
Jalen Brunson,27733332,PG,26,NYK,24.0,2379,35.0,0.491,0.416,0.829,3.5,6.2,0.9,0.2,2.1,21.2
DeMar DeRozan,27300000,SF,33,CHI,24.5,2682,36.2,0.504,0.324,0.872,4.6,5.1,1.1,0.5,2.1,20.6
Al Horford,26500000,C,36,BOS,9.8,1922,30.5,0.476,0.446,0.714,6.2,3.0,0.5,1.0,0.6,13.8
Draymond Green,25806468,PF,32,GSW,8.5,2297,31.5,0.527,0.305,0.713,7.2,6.8,1.0,0.8,2.8,12.2
Julius Randle,23760000,PF,28,NYK,25.1,2737,35.5,0.459,0.343,0.757,10.0,4.1,0.6,0.3,2.8,20.3
John Collins,23500000,PF,25,ATL,13.1,2130,30.0,0.508,0.292,0.803,6.5,1.2,0.6,1.0,1.1,13.6
Mike Conley,22680000,PG,35,MIN/UTA,11.9,2029,30.3,0.428,0.385,0.834,2.7,6.7,1.1,0.2,1.5,14.7
Malcolm Brogdon,22600000,PG,30,BOS,14.9,1744,26.0,0.484,0.444,0.87,4.2,3.7,0.7,0.3,1.5,18.2
Anfernee Simons,22321429,SG,23,POR,21.1,2171,35.0,0.447,0.377,0.894,2.6,4.1,0.7,0.2,2.1,14.8
Terry Rozier,21486316,SG,28,CHO,21.1,2221,35.3,0.415,0.327,0.809,4.1,5.1,1.2,0.3,2.1,14.7
Fred VanVleet,21250000,PG,28,TOR,19.3,2535,36.7,0.393,0.342,0.898,4.1,7.2,1.8,0.6,2.0,17.0
Buddy Hield,21177750,SF,30,IND,16.8,2482,31.0,0.458,0.425,0.822,5.0,2.8,1.2,0.3,1.7,15.4
Domantas Sabonis,21100000,C,26,SAC,19.1,2736,34.6,0.615,0.373,0.742,12.3,7.3,0.8,0.5,2.9,23.5
Jerami Grant,20955000,PF,28,POR,20.5,2246,35.7,0.475,0.401,0.813,4.5,2.4,0.8,0.8,1.8,16.0
Aaron Gordon,20690909,PF,27,DEN,16.3,2055,30.2,0.564,0.347,0.608,6.6,3.0,0.8,0.8,1.4,19.5
Mikal Bridges,20100000,SF-SG,26,BRK/PHO,20.1,2963,35.7,0.468,0.382,0.895,4.4,3.3,1.1,0.7,1.5,16.8
Jarrett Allen,20000000,C,24,CLE,14.3,2220,32.6,0.644,0.1,0.733,9.8,1.7,0.8,1.2,1.4,19.9
Nicolas Batum,19700319,PF,34,LAC,6.1,1709,21.9,0.42,0.391,0.708,3.8,1.6,0.7,0.6,0.6,11.0
Eric Gordon,19568360,SG,34,HOU/LAC,12.4,1965,28.5,0.446,0.371,0.821,1.9,2.7,0.6,0.4,1.5,11.8
Spencer Dinwiddie,19500000,SG-PG,29,BRK/DAL,17.3,2725,34.5,0.438,0.369,0.812,3.4,6.5,0.8,0.3,1.8,16.0
Caris LeVert,18796296,SG,28,CLE,12.1,2237,30.2,0.431,0.392,0.722,3.8,3.9,1.0,0.3,1.6,12.4
Joe Harris,18642857,SF,31,BRK,7.6,1527,20.6,0.457,0.426,0.643,2.2,1.4,0.5,0.2,0.6,10.6
Harrison Barnes,18352273,PF,30,SAC,15.0,2662,32.5,0.473,0.374,0.847,4.5,1.6,0.7,0.1,1.0,14.1
Clint Capela,18206896,C,28,ATL,12.0,1730,26.6,0.653,0.0,0.603,11.0,0.9,0.7,1.2,0.8,22.1
Evan Fournier,18000000,SG,30,NYK,6.1,459,17.0,0.337,0.307,0.857,1.8,1.3,0.6,0.1,0.8,6.9
Steven Adams,17926829,C,29,MEM,8.6,1133,27.0,0.597,0.0,0.364,11.5,2.3,0.9,1.1,1.9,17.5
Jonathan Isaac,17400000,PF,25,ORL,5.0,124,11.3,0.415,0.4,0.556,4.0,0.5,1.3,0.4,0.4,20.3
OG Anunoby,17357143,SF,25,TOR,16.8,2386,35.6,0.476,0.387,0.838,5.0,2.0,1.9,0.7,2.0,14.6
Marcus Smart,17207142,PG,28,BOS,11.5,1957,32.1,0.415,0.336,0.746,3.1,6.3,1.5,0.4,2.3,12.1
Derrick White,17142857,SG,28,BOS,12.4,2319,28.3,0.462,0.381,0.875,3.6,3.9,0.7,0.9,1.2,15.4
Dejounte Murray,17071120,SG,26,ATL,20.5,2693,36.4,0.464,0.344,0.832,5.3,6.1,1.5,0.3,2.2,17.0
Mitchell Robinson,17045454,C,24,NYK,7.4,1591,27.0,0.671,,0.484,9.4,0.9,0.9,1.8,0.7,18.9
Duncan Robinson,16902000,SF,28,MIA,6.4,691,16.5,0.371,0.328,0.906,1.6,1.1,0.3,0.0,0.7,7.8
Norman Powell,16758621,SG,29,LAC,17.0,1567,26.1,0.479,0.397,0.812,2.9,1.8,0.8,0.3,1.7,17.1
Collin Sexton,16700000,PG,24,UTA,14.3,1145,23.9,0.506,0.393,0.819,2.2,2.9,0.6,0.1,1.8,15.9
Markelle Fultz,16500000,PG,24,ORL,14.0,1778,29.6,0.514,0.31,0.783,3.9,5.7,1.5,0.4,2.3,16.6
Lauri Markkanen,16475454,PF,25,UTA,25.6,2273,34.4,0.499,0.391,0.875,8.6,1.9,0.6,0.6,1.9,22.1
Marcus Morris,16372093,PF,33,LAC,11.2,1825,28.1,0.426,0.364,0.782,4.0,1.8,0.6,0.3,0.9,10.5
Malik Beasley,15558035,SG,26,LAL/UTA,12.7,2093,25.8,0.395,0.357,0.769,3.5,1.5,0.8,0.1,1.1,10.9
Luguentz Dort,15277778,SF,23,OKC,13.7,2272,30.7,0.388,0.33,0.772,4.6,2.1,1.0,0.3,1.2,11.3
Will Barton,15059712,SG,32,WAS/TOR,6.8,993,17.7,0.379,0.367,0.787,2.4,2.0,0.5,0.2,0.9,10.0
Tyus Jones,15000000,PG,26,MEM,10.3,1940,24.3,0.438,0.371,0.8,2.5,5.2,1.0,0.1,0.9,16.0
Derrick Rose,14520730,PG,34,NYK,5.6,338,12.5,0.384,0.302,0.917,1.5,1.7,0.3,0.2,0.8,10.1
Kevin Huerter,14508929,SG,24,SAC,15.2,2203,29.4,0.485,0.402,0.725,3.3,2.9,1.1,0.3,1.3,15.2
Christian Wood,14317459,C,27,DAL,16.6,1738,25.9,0.515,0.376,0.772,7.3,1.8,0.4,1.1,1.8,20.6
Kentavious Caldwell-Pope,14004703,SG,29,DEN,10.8,2381,31.3,0.462,0.423,0.824,2.7,2.4,1.5,0.5,1.1,11.5
Brook Lopez,13906976,C,34,MIL,15.9,2373,30.4,0.531,0.374,0.784,6.7,1.3,0.5,2.5,1.4,18.4
Patrick Beverley,13801614,SG-PG,34,LAL/CHI,6.2,1816,27.1,0.4,0.335,0.723,3.7,2.9,0.9,0.6,0.9,8.9
Doug McDermott,13750000,SF,31,SAS,10.2,1314,20.5,0.457,0.413,0.757,2.2,1.4,0.2,0.1,0.9,11.2
Luke Kennard,13745455,SG,26,LAC/MEM,9.3,1315,22.3,0.492,0.494,0.949,2.7,1.5,0.5,0.1,0.8,13.0
Zion Williamson,13534817,PF,22,NOP,26.0,956,33.0,0.608,0.368,0.714,7.0,4.6,1.1,0.6,3.4,25.2
Jordan Clarkson,13340000,SG,30,UTA,20.8,1988,32.6,0.444,0.338,0.816,4.0,4.4,0.5,0.2,3.0,14.7
Gary Harris,13000000,SG,28,ORL,8.3,1184,24.7,0.45,0.431,0.9,2.0,1.2,0.9,0.3,0.6,10.5
Kyle Kuzma,13000000,PF,27,WAS,21.2,2239,35.0,0.448,0.333,0.73,7.2,3.7,0.6,0.5,3.0,14.3
Josh Hart,12960000,SF,27,NYK/POR,9.8,2454,32.3,0.529,0.372,0.75,7.8,3.8,1.2,0.3,1.5,14.1
Dorian Finney-Smith,12939848,PF,29,BRK/DAL,8.3,2009,30.4,0.391,0.337,0.763,4.8,1.5,0.8,0.5,0.9,9.2
Kelly Olynyk,12804878,C,31,UTA,12.5,1942,28.6,0.499,0.394,0.853,6.2,3.7,0.9,0.5,2.5,14.4
Chris Boucher,12690000,PF,30,TOR,9.4,1523,20.0,0.493,0.328,0.762,5.5,0.4,0.6,0.8,0.5,18.0
Robert Covington,12307692,PF,32,LAC,6.0,779,16.2,0.445,0.397,0.75,3.5,1.2,0.8,0.7,0.7,14.2
Josh Richardson,12196094,SG,29,NOP/SAS,10.1,1530,23.5,0.431,0.365,0.852,2.7,2.7,1.1,0.3,1.3,12.3
Ja Morant,12119440,PG,23,MEM,26.2,1948,31.9,0.466,0.307,0.748,5.9,8.1,1.1,0.3,3.4,23.3
Danny Green,11710528,SG,35,CLE/MEM,5.5,138,12.5,0.449,0.432,1.0,1.3,0.5,0.5,0.3,0.9,10.8
Terrence Ross,11500000,SG,31,ORL/PHO,8.3,1330,21.1,0.43,0.368,0.794,2.4,1.5,0.6,0.2,0.7,10.2
Reggie Jackson,11457217,PG,32,DEN/LAC,10.2,1657,24.4,0.411,0.333,0.91,2.1,3.4,0.7,0.1,1.7,10.0
Dillon Brooks,11400000,SF,27,MEM,14.3,2214,30.3,0.396,0.326,0.779,3.3,2.6,0.9,0.2,1.4,9.4
Richaun Holmes,11215260,C,29,SAC,3.1,348,8.3,0.618,0.625,0.789,1.9,0.2,0.1,0.3,0.3,12.9
Dwight Powell,11080125,C,31,DAL,6.7,1458,19.2,0.732,0.0,0.667,4.1,0.9,0.6,0.3,0.9,15.5
Paolo Banchero,11055120,PF,20,ORL,20.0,2430,33.8,0.427,0.298,0.738,6.9,3.7,0.8,0.5,2.8,14.9
RJ Barrett,10900634,SG,22,NYK,19.6,2475,33.9,0.434,0.31,0.74,5.0,2.8,0.4,0.2,2.2,12.9
Bobby Portis,10843350,PF,27,MIL,14.1,1818,26.0,0.496,0.37,0.768,9.6,1.5,0.4,0.2,1.2,17.8
DeAndre Jordan,10733758,C,34,DEN,5.1,586,15.0,0.765,1.0,0.458,5.2,0.9,0.3,0.6,1.2,14.7
Anthony Edwards,10733400,SG,21,MIN,24.6,2842,36.0,0.459,0.369,0.756,5.8,4.4,1.6,0.7,3.3,17.4
Robert Williams,10714287,C,25,BOS,8.0,824,23.5,0.747,0.0,0.61,8.3,1.4,0.6,1.4,1.0,19.8
Cade Cunningham,10552800,PG,21,DET,19.9,400,33.3,0.415,0.279,0.837,6.2,6.0,0.8,0.6,3.3,14.0
Mo Bamba,10300000,C,24,LAL/ORL,6.6,769,15.7,0.485,0.387,0.661,4.6,0.9,0.3,0.9,0.6,15.7
Talen Horton-Tucker,10260000,SG,22,UTA,10.7,1313,20.2,0.419,0.286,0.75,3.2,3.8,0.6,0.4,1.9,13.7
Jae Crowder,10183800,PF,32,MIL,6.9,340,18.9,0.479,0.436,0.833,3.8,1.5,0.7,0.3,0.4,14.6
Ivica Zubac,10123457,C,25,LAC,10.8,2170,28.6,0.634,0.0,0.697,9.9,1.0,0.4,1.3,1.5,16.7
Reggie Bullock,10012800,SF,31,DAL,7.2,2364,30.3,0.409,0.38,0.703,3.6,1.4,0.7,0.2,0.5,7.7
Alec Burks,10012800,SG,31,DET,12.8,1122,22.0,0.436,0.414,0.814,3.1,2.2,0.7,0.2,1.1,16.5
De'Andre Hunter,9835881,SF,25,ATL,15.4,2126,31.7,0.461,0.35,0.826,4.2,1.4,0.5,0.3,1.2,11.5
James Wiseman,9603360,C,21,GSW/DET,10.0,867,19.3,0.558,0.2,0.701,5.9,0.7,0.2,0.6,1.1,15.6
Landry Shamet,9500000,SG,25,PHO,8.7,807,20.2,0.377,0.377,0.882,1.7,2.3,0.7,0.1,0.9,10.9
Malik Monk,9472219,SG,24,SAC,13.5,1719,22.3,0.448,0.359,0.889,2.6,3.9,0.6,0.3,1.9,16.6
Jalen Green,9441840,SG,20,HOU,22.1,2602,34.2,0.416,0.338,0.786,3.7,3.7,0.8,0.2,2.6,14.5
Jakob Poeltl,9398148,C,27,SAS/TOR,12.5,1906,26.5,0.629,0.0,0.592,9.1,2.7,0.9,1.2,1.7,21.0
Nerlens Noel,9391069,C,28,BRK/DET,2.1,195,11.5,0.361,0.5,0.667,2.7,0.6,0.9,0.6,0.8,7.9
Royce O'Neale,9200000,SF,29,BRK,8.8,2409,31.7,0.386,0.389,0.725,5.1,3.7,0.9,0.6,1.5,9.2
Monte Morris,9125000,PG,27,WAS,10.3,1695,27.3,0.48,0.382,0.831,3.4,5.3,0.7,0.2,1.0,15.0
Mason Plumlee,9080417,C,32,LAC/CHO,10.8,2054,26.0,0.68,,0.636,8.9,3.1,0.6,0.6,1.5,19.6
Alex Caruso,9030000,PG,28,CHI,5.6,1575,23.5,0.455,0.364,0.808,2.9,2.9,1.5,0.7,1.1,11.5
Maxi Kleber,9000000,PF,31,DAL,5.9,930,25.1,0.456,0.348,0.711,3.6,1.4,0.3,0.8,0.7,8.7
Grayson Allen,8925000,SG,27,MIL,10.4,1972,27.4,0.44,0.399,0.905,3.3,2.3,0.9,0.2,1.0,12.3
Darius Garland,8920794,PG,23,CLE,21.6,2447,35.5,0.462,0.41,0.863,2.7,7.8,1.2,0.1,2.9,18.8
Isaiah Hartenstein,8854879,C,24,NYK,5.0,1626,19.8,0.535,0.216,0.676,6.5,1.2,0.6,0.8,0.8,14.2
Kyle Anderson,8780488,PF,29,MIN,9.4,1957,28.4,0.509,0.41,0.735,5.3,4.9,1.1,0.9,1.5,14.8
Victor Oladipo,8750000,SG,30,MIA,10.7,1106,26.3,0.397,0.33,0.747,3.0,3.5,1.4,0.3,2.1,10.6
Daniel Theis,8694369,C,30,IND,7.0,109,15.6,0.477,0.182,0.417,3.1,1.3,0.3,0.9,0.4,14.2
LaMelo Ball,8623920,PG,21,CHO,23.3,1268,35.2,0.411,0.376,0.836,6.4,8.4,1.3,0.3,3.6,17.9
Seth Curry,8496653,SG,32,BRK,9.2,1211,19.9,0.463,0.405,0.927,1.6,1.6,0.6,0.1,0.8,12.3
Evan Mobley,8478720,PF,21,CLE,16.2,2715,34.4,0.554,0.216,0.674,9.0,2.8,0.8,1.5,1.8,17.9
Gary Payton II,8300000,SG,30,GSW/POR,4.6,367,16.7,0.594,0.5,0.857,3.1,1.4,1.0,0.2,0.7,13.3
Dewayne Dedmon,8283688,C,33,PHI/MIA,5.2,426,11.2,0.51,0.308,0.673,3.5,0.7,0.2,0.5,0.7,15.5
De'Anthony Melton,8250000,SG,24,PHI,10.1,2150,27.9,0.425,0.39,0.793,4.1,2.6,1.6,0.5,1.3,12.7
JaMychal Green,8200000,PF,32,GSW,6.4,797,14.0,0.54,0.378,0.776,3.6,0.9,0.4,0.4,0.9,15.5
Keegan Murray,8008440,SF,22,SAC,12.2,2382,29.8,0.453,0.411,0.765,4.6,1.2,0.8,0.5,0.8,12.3
Kevon Looney,8000000,C,26,GSW,7.0,1958,23.9,0.63,0.0,0.606,9.3,2.5,0.6,0.6,0.5,17.8
Thaddeus Young,8000000,PF,34,TOR,4.4,795,14.7,0.545,0.176,0.692,3.1,1.4,1.0,0.1,0.8,14.1
Delon Wright,7804878,PG,30,WAS,7.4,1221,24.4,0.474,0.345,0.867,3.6,3.9,1.8,0.3,0.9,16.3
Patrick Williams,7775400,PF,21,CHI,10.2,2323,28.3,0.464,0.415,0.857,4.0,1.2,0.9,0.9,1.2,11.2
Scottie Barnes,7644600,SF,21,TOR,15.3,2678,34.8,0.456,0.281,0.772,6.6,4.8,1.1,0.8,2.0,15.5
Cedi Osman,7426088,SF,27,CLE,8.7,1548,20.1,0.451,0.372,0.694,2.3,1.5,0.5,0.1,0.7,12.0
Coby White,7413955,SG,22,CHI,9.7,1730,23.4,0.443,0.372,0.871,2.9,2.8,0.7,0.1,1.0,12.5
Zach Collins,7350000,C,25,SAS,11.6,1441,22.9,0.518,0.374,0.761,6.4,2.9,0.6,0.8,2.0,16.4
Jaden Ivey,7252200,SG,20,DET,16.3,2304,31.1,0.416,0.343,0.747,3.9,5.2,0.8,0.2,3.2,12.1
Taurean Prince,7100000,PF,28,MIN,9.1,1192,22.1,0.467,0.381,0.844,2.4,1.6,0.5,0.3,1.3,10.0
Jae'Sean Tate,7065217,SF,27,HOU,9.1,677,21.8,0.48,0.283,0.725,3.8,2.7,0.7,0.2,1.5,12.2
Isaac Okoro,7040880,SF,22,CLE,6.4,1652,21.7,0.494,0.363,0.757,2.5,1.1,0.7,0.4,0.6,10.7
Cody Martin,7000000,SF,27,CHO,5.0,134,19.1,0.389,0.214,0.571,3.4,1.6,0.6,0.1,0.3,8.7
Jalen Suggs,6922320,SG,21,ORL,9.9,1246,23.5,0.419,0.327,0.723,3.0,2.9,1.3,0.5,1.8,12.5
Jaxson Hayes,6803012,C,22,NOP,5.0,610,13.0,0.551,0.103,0.699,2.8,0.7,0.4,0.4,0.7,13.7
Khem Birch,6667500,C,30,TOR,2.2,162,8.1,0.594,0.5,0.8,1.3,0.4,0.3,0.3,0.4,9.4
Bennedict Mathurin,6586800,SG,20,IND,16.7,2222,28.5,0.434,0.323,0.828,4.1,1.5,0.6,0.2,1.9,13.1
Bruce Brown,6479000,SF,26,DEN,11.5,2280,28.5,0.483,0.358,0.758,4.1,3.4,1.1,0.6,1.5,13.3
Caleb Martin,6479000,SF,27,MIA,9.6,2077,29.3,0.464,0.356,0.805,4.8,1.6,1.0,0.4,1.1,11.4
Joe Ingles,6479000,SF,35,MIL,6.9,1044,22.7,0.435,0.409,0.857,2.8,3.3,0.7,0.1,1.2,10.7
Onyeka Okongwu,6395160,C,22,ATL,9.9,1849,23.1,0.638,0.308,0.781,7.2,1.0,0.7,1.3,1.0,19.4
Josh Giddey,6287400,PF,20,OKC,16.6,2367,31.1,0.482,0.325,0.731,7.9,6.2,0.8,0.4,2.8,17.1
Rui Hachimura,6263188,PF,24,LAL/WAS,11.2,1466,23.3,0.486,0.319,0.739,4.5,0.9,0.3,0.4,0.8,13.2
Rudy Gay,6184500,PF,36,UTA,5.2,816,14.6,0.38,0.254,0.857,2.9,1.0,0.3,0.3,0.7,9.0
Jevon Carter,6025000,PG,27,MIL,8.0,1810,22.3,0.423,0.421,0.816,2.5,2.4,0.8,0.4,1.0,10.9
Shaedon Sharpe,6012960,SG,19,POR,9.9,1779,22.2,0.472,0.36,0.714,3.0,1.2,0.5,0.3,1.0,11.5
Cameron Payne,6000000,PG,28,PHO,10.3,968,20.2,0.415,0.368,0.766,2.2,4.5,0.7,0.2,1.7,13.2
Justin Holiday,5987975,SF,33,DAL/ATL,4.5,706,15.3,0.377,0.322,0.625,1.2,0.9,0.4,0.4,0.5,6.6
Cam Reddish,5954454,SF,23,NYK/POR,9.7,990,24.8,0.446,0.313,0.853,2.2,1.4,1.0,0.4,1.2,10.6
Cameron Johnson,5887899,PF,26,BRK/PHO,15.5,1199,28.5,0.47,0.404,0.842,4.4,1.9,1.2,0.3,0.9,17.1
Ricky Rubio,5853659,PG,32,CLE,5.2,566,17.2,0.343,0.256,0.8,2.1,3.5,0.8,0.2,0.9,10.4
Killian Hayes,5837760,PG,21,DET,10.3,2154,28.3,0.377,0.28,0.821,2.9,6.2,1.4,0.4,2.3,10.2
Jonathan Kuminga,5739840,PF,20,GSW,9.9,1394,20.8,0.525,0.37,0.652,3.4,1.9,0.6,0.5,1.4,13.3
Pat Connaughton,5728393,SF,30,MIL,7.6,1443,23.7,0.392,0.339,0.659,4.6,1.3,0.6,0.2,0.5,10.0
Tyler Herro,5722116,SG,23,MIA,20.1,2337,34.9,0.439,0.378,0.934,5.4,4.2,0.8,0.2,2.4,15.3
Romeo Langford,5634257,SG,23,SAS,6.9,844,19.6,0.467,0.262,0.696,2.7,1.2,0.6,0.3,0.7,10.4
Dyson Daniels,5508600,PG,19,NOP,3.8,1042,17.7,0.418,0.314,0.65,3.2,2.3,0.7,0.2,1.0,8.8
JaVale McGee,5461219,C,35,DAL,4.4,355,8.5,0.64,0.4,0.585,2.5,0.3,0.1,0.6,0.9,17.2
Goga Bitadze,5377520,C,23,ORL/IND,4.4,457,12.0,0.552,0.231,0.548,3.6,1.0,0.4,0.7,0.6,17.1
Obi Toppin,5348280,PF,24,NYK,7.4,1050,15.7,0.446,0.344,0.809,2.8,1.0,0.3,0.2,0.6,13.6
Franz Wagner,5258280,SF,21,ORL,18.6,2609,32.6,0.485,0.361,0.842,4.1,3.5,1.0,0.2,2.1,15.9
Kendrick Nunn,5250000,SG,27,LAL/WAS,7.1,964,13.8,0.424,0.354,0.854,1.6,1.3,0.4,0.1,0.9,11.1
Hamidou Diallo,5200000,SF,24,DET,9.3,996,17.8,0.573,0.238,0.588,3.5,1.0,0.9,0.3,1.3,15.7
Cory Joseph,5155500,PG,31,DET,6.9,1227,19.8,0.427,0.389,0.792,1.7,3.5,0.5,0.1,0.9,12.1
Garrett Temple,5155500,SG,36,NOP,2.0,162,6.5,0.4,0.423,0.75,0.7,0.5,0.4,0.1,0.2,10.5
Torrey Craig,5121951,PF,32,PHO,7.4,1948,24.7,0.456,0.395,0.711,5.4,1.5,0.6,0.8,0.9,11.6
Jeremy Sochan,5063520,PF,19,SAS,11.0,1458,26.0,0.453,0.246,0.698,5.3,2.5,0.8,0.4,1.7,11.4
Nickeil Alexander-Walker,5009633,SG,24,MIN/UTA,6.2,884,15.0,0.444,0.384,0.667,1.7,1.8,0.5,0.4,0.9,11.6
Furkan Korkmaz,5000000,SG,25,PHI,3.8,353,9.5,0.432,0.391,0.722,1.1,0.6,0.3,0.1,0.6,9.3
Deni Avdija,4916160,SF,22,WAS,9.2,2020,26.6,0.437,0.297,0.739,6.4,2.8,0.9,0.4,1.6,11.2
Davion Mitchell,4833600,PG,24,SAC,5.6,1447,18.1,0.454,0.32,0.806,1.3,2.3,0.6,0.2,0.8,9.4
Johnny Davis,4810320,SG,20,WAS,5.8,423,15.1,0.386,0.243,0.519,2.3,1.0,0.4,0.3,0.6,7.2
